video_id,start_time,timestamp,text,link
VGz_SjwLXYA,0,00:00:00 --> 00:00:03,pasa una mala época el Manchester City,https://youtu.be/VGz_SjwLXYA?t=0
VGz_SjwLXYA,2,00:00:02 --> 00:00:05,de Pep Guardiola y hoy lo que vamos a,https://youtu.be/VGz_SjwLXYA?t=2
VGz_SjwLXYA,3,00:00:03 --> 00:00:07,hacer es echar la vista atrás para hacer,https://youtu.be/VGz_SjwLXYA?t=3
VGz_SjwLXYA,5,00:00:05 --> 00:00:09,un tierlist de los fichajes del,https://youtu.be/VGz_SjwLXYA?t=5
VGz_SjwLXYA,7,00:00:07 --> 00:00:12,entrenador Catalán a lo largo de estos,https://youtu.be/VGz_SjwLXYA?t=7
VGz_SjwLXYA,9,00:00:09 --> 00:00:12,años en el,https://youtu.be/VGz_SjwLXYA?t=9
VGz_SjwLXYA,14,00:00:14 --> 00:00:18,[Aplausos],https://youtu.be/VGz_SjwLXYA?t=14
VGz_SjwLXYA,16,00:00:16 --> 00:00:21,eat No ha sido,https://youtu.be/VGz_SjwLXYA?t=16
VGz_SjwLXYA,18,00:00:18 --> 00:00:27,fácil no ha sido,https://youtu.be/VGz_SjwLXYA?t=18
VGz_SjwLXYA,21,00:00:21 --> 00:00:27,rápido pero finalmente lo hemos logrado,https://youtu.be/VGz_SjwLXYA?t=21
VGz_SjwLXYA,32,00:00:32 --> 00:00:36,bueno bueno bueno bueno fichajes al,https://youtu.be/VGz_SjwLXYA?t=32
VGz_SjwLXYA,34,00:00:34 --> 00:00:37,final fichajes tierlist hombre mucha,https://youtu.be/VGz_SjwLXYA?t=34
VGz_SjwLXYA,36,00:00:36 --> 00:00:39,gente está hablando de que el city ahora,https://youtu.be/VGz_SjwLXYA?t=36
VGz_SjwLXYA,37,00:00:37 --> 00:00:41,una mala racha se gasta una mortera en,https://youtu.be/VGz_SjwLXYA?t=37
VGz_SjwLXYA,39,00:00:39 --> 00:00:43,el mercado pues es creo que es buen,https://youtu.be/VGz_SjwLXYA?t=39
VGz_SjwLXYA,41,00:00:41 --> 00:00:45,momento de repasar Cuáles son los,https://youtu.be/VGz_SjwLXYA?t=41
VGz_SjwLXYA,43,00:00:43 --> 00:00:47,fichajes de Pep Guardiola desde que,https://youtu.be/VGz_SjwLXYA?t=43
VGz_SjwLXYA,45,00:00:45 --> 00:00:51,llegó a Manchester y ordenarlos en un,https://youtu.be/VGz_SjwLXYA?t=45
VGz_SjwLXYA,47,00:00:47 --> 00:00:54,tierlist morter primera dos preguntas te,https://youtu.be/VGz_SjwLXYA?t=47
VGz_SjwLXYA,51,00:00:51 --> 00:00:56,hago dos preguntas la primera eh antes,https://youtu.be/VGz_SjwLXYA?t=51
VGz_SjwLXYA,54,00:00:54 --> 00:00:59,de hacer el tierlist tu impresión,https://youtu.be/VGz_SjwLXYA?t=54
VGz_SjwLXYA,56,00:00:56 --> 00:01:02,general sensación es que los fichajes de,https://youtu.be/VGz_SjwLXYA?t=56
VGz_SjwLXYA,59,00:00:59 --> 00:01:03,la era guard sido buenos o malos,https://youtu.be/VGz_SjwLXYA?t=59
VGz_SjwLXYA,62,00:01:02 --> 00:01:05,bastante buenos bastante buenos y,https://youtu.be/VGz_SjwLXYA?t=62
VGz_SjwLXYA,63,00:01:03 --> 00:01:08,segunda pregunta que te hago eh Quién,https://youtu.be/VGz_SjwLXYA?t=63
VGz_SjwLXYA,65,00:01:05 --> 00:01:10,crees que tiene más responsabilidad en,https://youtu.be/VGz_SjwLXYA?t=65
VGz_SjwLXYA,68,00:01:08 --> 00:01:14,todos estos fichajes que se han hecho en,https://youtu.be/VGz_SjwLXYA?t=68
